CustomerID,first_name,last_name,email,gender,PhoneNumber,DateOfBirth,PreferredLanguage,StreetAddress,City,State,PostalCode,Country,Loyalty Program Tier,FavoriteGenres,Marketing Opt-In Status,Membership Status,PreferredContactMethod,Region_code
01JSX07TF0F2CBMRQ0S6NMZ6BT,Thorny,Goodridge,tgoodridgel@typepad.com,Male,(314) 8883519,11/14/1994,English,8 Harbort Court,Saint Louis,Missouri,63143,USA,Silver,Drama,SMS,Plus,SMS,MWR
01JSX07TF2T614P4V8C7P5N1NX,Yurik,Orpwood,yorpwoodm@amazon.de,Male,(972) 7269739,5/30/1940,Russian,6338 Northport Avenue,Dallas,Texas,75205,USA,Gold,Crime|Drama,No,Premier,Phone Call,SR
01JSX07TGNSHZMF9TCTSZHNKXN,Filip,Kahen,fkahenn@addthis.com,Male,(571) 7264320,6/2/1961,Chinese,80 Bluestem Way,Arlington,Virginia,22212,USA,Platinum,Action|Drama,No,Basic,Phone Call,SR
01JSX07TGSJ8YP3470AQEPXKBY,Martina,Rudram,mrudramo@multiply.com,Female,(734) 4053672,9/1/1968,French,02 Jenna Place,Ann Arbor,Michigan,48107,USA,Bronze,Comedy,No,Basic,Email,MWR
01JSX07TGVZV5WR4CTDRBKFT1H,Harriott,Leatham,hleathamp@businessweek.com,Female,(412) 7440212,11/30/1978,German,1 Swallow Hill,Pittsburgh,Pennsylvania,15250,USA,Silver,Action|Crime|Thriller,No,Basic,Email,NER
01JSX07TGYZM0BAA6DYGZSKAK8,Luke,Reddish,lreddishq@g.co,Male,(304) 7715551,4/9/1958,Vietnamese,532 Esker Junction,Huntington,West Virginia,25721,USA,Gold,Comedy|Horror|Musical,SMS,Basic,Phone Call,SR
01JSX07TH0VKZMEKR8SXQ8R5TA,Nicolais,Compfort,ncompfortr@storify.com,Male,(615) 3086713,11/1/1974,Arabic,76 Toban Road,Nashville,Tennessee,37235,USA,Platinum,Crime|Drama,No,Basic,Email,SR
01JSX07TH2RXQX5CZD0XSB47DN,Tyler,Joncic,tjoncics@washington.edu,Male,(806) 6434401,9/3/2000,Korean,41168 Charing Cross Parkway,Lubbock,Texas,79405,USA,Bronze,Documentary,SMS,Plus,SMS,SR
01JSX07TH42EAXGHPAMBFVFB2Q,Portie,Kempton,pkemptont@sfgate.com,Male,(480) 4888544,3/29/1952,French,82452 Karstens Hill,Scottsdale,Arizona,85260,USA,Silver,Drama,No,Plus,Phone Call,WR
01JSX07TH6DKA2GP3NN99GW05V,Libbi,Emlen,lemlenu@nasa.gov,Female,(318) 7779790,5/21/1947,Spanish,853 Porter Park,Shreveport,Louisiana,71137,USA,Gold,Action|Thriller,No,Basic,Phone Call,SR
01JSX07TH9F5QRS80WHNK0Q31N,Jocko,Trace,jtracev@ucoz.ru,Male,(303) 2424480,11/24/1943,Chinese,0 Truax Lane,Boulder,Colorado,80310,USA,Platinum,Comedy|Drama|Horror,No,Basic,Phone Call,WR
01JSX07THB3D9GEMGWM6B2B1FV,Joanna,Hardware,jhardwarew@mac.com,Female,(716) 7447778,2/7/1960,Arabic,93181 Walton Plaza,Buffalo,New York,14263,USA,Bronze,Comedy,No,Basic,Phone Call,NER
01JSX07THD0S7E1M9517E0QBM9,Lauren,Allward,lallwardx@sbwire.com,Female,(406) 7037467,10/6/1976,English,28 Cascade Place,Helena,Montana,59623,USA,Silver,Comedy|Drama,No,Basic,Email,WR
01JSX07THFACX9V01ARH09974T,Myrvyn,Dennert,mdennerty@netscape.com,Male,(260) 2332371,9/29/1965,French,653 Butterfield Lane,Fort Wayne,Indiana,46805,USA,Gold,Documentary,No,Basic,Phone Call,MWR
01JSX07THH0QZ47VP7Y7XBDWCK,Bayard,Ennor,bennorz@redcross.org,Male,(915) 3875374,10/3/1998,Vietnamese,981 Arkansas Way,El Paso,Texas,79989,USA,Platinum,(no genres listed),No,Basic,SMS,SR
01JSX07THKSMAZ14BH33M1NMCK,Bud,Kedwell,bkedwell10@npr.org,Male,(321) 8208293,8/23/1953,German,862 Roth Trail,Palm Bay,Florida,32909,USA,Bronze,Action,No,Elite,Phone Call,SR
01JSX07THNSFBSWMXD0FP2TRVM,Reinaldos,MacFie,rmacfie11@census.gov,Male,(916) 4285636,6/30/1959,Arabic,7 Killdeer Center,Sacramento,California,94207,USA,Silver,Drama|Romance,No,Basic,Phone Call,WR
01JSX07THQTP54G906H1YZAETT,Di,Marchello,dmarchello12@fema.gov,Female,(765) 1335363,2/10/2007,French,49 Grim Way,Crawfordsville,Indiana,47937,USA,Gold,Mystery|Sci-Fi|Thriller|IMAX,Email,Premier,SMS,MWR
01JSX07THSNVBVK630RXKBTWM5,Cathyleen,Chapelhow,cchapelhow13@bigcartel.com,Female,(312) 8422767,4/21/1995,Arabic,95 Reindahl Plaza,Chicago,Illinois,60674,USA,Platinum,Crime,No,Basic,SMS,MWR
01JSX07THVR87J8MH4A9PN254J,Meade,Glyde,mglyde14@cnet.com,Male,(626) 3271410,4/20/1968,Russian,90 Darwin Circle,Pasadena,California,91186,USA,Bronze,Crime|Drama,No,Elite,Email,WR
01JSX07THX9Z8T71QC0JCHQAK5,Liza,Bowdery,lbowdery15@berkeley.edu,Female,(612) 8326713,9/30/1953,Korean,6 Meadow Ridge Road,Minneapolis,Minnesota,55487,USA,Silver,Thriller,No,Elite,Phone Call,MWR
01JSX07THZ1X5FNV3SPBK14D36,Wesley,Hillin,whillin16@wunderground.com,Male,(214) 6695473,7/22/1942,French,1 Leroy Road,Dallas,Texas,75216,USA,Gold,Thriller,Email,Basic,Phone Call,SR
01JSX07TJ13VZMVXJM55K1AMND,Hillyer,Champness,hchampness17@ucoz.com,Male,(305) 4089305,1/23/2001,Vietnamese,83 International Way,Miami,Florida,33175,USA,Platinum,Drama,Email,Basic,SMS,SR
01JSX07TJ3MWGDQ3YV7ENGMZKB,Sampson,Paffett,spaffett18@i2i.jp,Male,(208) 1323606,8/6/1978,Russian,401 Coleman Park,Boise,Idaho,83727,USA,Bronze,Drama|Thriller,No,Basic,Email,WR
01JSX07TJ5VFGWE79N98H3QZK8,Maudie,Whittier,mwhittier19@ox.ac.uk,Female,(774) 6500918,6/16/2001,Korean,2889 Fieldstone Junction,Worcester,Massachusetts,1610,USA,Silver,Comedy|Thriller,No,Basic,SMS,NER
01JSX07TJ7RA2FMQW74905CGA8,Darby,Caesmans,dcaesmans1a@latimes.com,Female,(406) 9172069,8/21/1961,Korean,2 Mosinee Way,Bozeman,Montana,59771,USA,Gold,Mystery|Thriller,SMS,Plus,Phone Call,WR
01JSX07TJ9WG4MS95MR1PJ6F81,Atalanta,Wix,awix1b@ycombinator.com,Female,(865) 8082687,5/21/1950,Russian,2 Hazelcrest Center,Knoxville,Tennessee,37919,USA,Platinum,Drama,No,Basic,Phone Call,SR
01JSX07TJBDPKT20RJNCBSJ0YJ,Josiah,Critchley,jcritchley1c@facebook.com,Male,(305) 8916483,6/21/2007,French,2117 Sullivan Trail,Miami,Florida,33261,USA,Bronze,Comedy,No,Basic,SMS,SR
01JSX07TJDYN6E3C6EK8284X5F,Sigismondo,Darlaston,sdarlaston1d@state.gov,Male,(254) 2073112,9/21/1996,German,3118 Spohn Point,Killeen,Texas,76544,USA,Silver,Adventure|Drama|Thriller,Email + SMS,Basic,SMS,SR
01JSX07TJFW878TAM43HR8WGVP,Gilburt,Giacobelli,ggiacobelli1e@hugedomains.com,Male,(502) 2091974,9/28/1955,French,9228 Montana Park,Louisville,Kentucky,40256,USA,Gold,Comedy|Romance,Email + SMS,Basic,Phone Call,SR
01JSX07TJHG5HTX1P366XWZRWS,Cleve,Matous,cmatous1f@unicef.org,Male,(512) 5881064,7/6/1995,Chinese,78204 Wayridge Avenue,Austin,Texas,78769,USA,Platinum,Crime|Drama|Horror,No,Basic,SMS,SR
01JSX07TJKP32GSK8F95KNP6TH,Dana,Whiles,dwhiles1g@ox.ac.uk,Male,(303) 3780434,5/9/1992,Arabic,650 Dunning Junction,Denver,Colorado,80255,USA,Bronze,Action|Animation|Sci-Fi,Email,Basic,SMS,WR
01JSX07TJM7C9S9337SQVHAP3J,Aurlie,Lockless,alockless1h@mac.com,Female,(619) 9213230,1/10/1944,Spanish,6 Glacier Hill Trail,Chula Vista,California,91913,USA,Silver,Documentary,No,Plus,Phone Call,WR
01JSX07TJPC3ZQ8AT3CKYSBY6H,Georgette,Heffernan,gheffernan1i@umich.edu,Female,(214) 4814135,11/8/1950,Korean,385 Hallows Alley,Garland,Texas,75049,USA,Gold,Comedy|Documentary,Email,Basic,Phone Call,SR
01JSX07TJRKF350CNV4PE904CQ,Lacee,Jopling,ljopling1j@istockphoto.com,Female,(678) 7576341,11/13/1957,Chinese,593 Iowa Pass,Atlanta,Georgia,30323,USA,Platinum,Drama,No,Basic,Phone Call,SR
01JSX07TJTSQ5J7PHZ5PC38913,Kit,Blaszczyk,kblaszczyk1k@wsj.com,Female,(949) 5024089,9/17/1946,Vietnamese,3841 Bashford Alley,Irvine,California,92619,USA,Bronze,Documentary,No,Plus,Phone Call,WR
01JSX07TJW5DRZA20N1TE07G1H,Bert,Runciman,brunciman1l@myspace.com,Female,(434) 2141287,5/6/1976,Chinese,591 Ramsey Plaza,Charlottesville,Virginia,22903,USA,Silver,Drama|Romance,No,Basic,Email,SR
01JSX07TJYF22MTY8EFTF9B1YX,Mercie,Elderfield,melderfield1m@pbs.org,Female,(407) 9823611,9/16/2007,Russian,2874 Sachs Drive,Orlando,Florida,32885,USA,Gold,Documentary,No,Basic,SMS,SR
01JSX07TK0B3CK7BSE4RPKY7ZW,Dieter,Mainz,dmainz1n@opera.com,Male,(440) 8627285,11/4/1995,Korean,68747 Oxford Road,Cleveland,Ohio,44177,USA,Platinum,Drama|Romance,No,Plus,SMS,MWR
01JSX07TK2ATV3KE0BVN5304HR,Hasheem,Hopfner,hhopfner1o@mayoclinic.com,Male,(716) 1979734,5/3/1969,Vietnamese,1 Meadow Valley Place,Buffalo,New York,14225,USA,Bronze,Action|Adventure|War,SMS,Basic,Email,NER
01JSX07TK43T2FYV2YSE5J5Q3P,Adena,Cockell,acockell1p@nature.com,Female,(801) 6601426,9/16/1968,Chinese,95255 Scoville Parkway,Salt Lake City,Utah,84145,USA,Silver,Sci-Fi|Thriller,No,Basic,Email,WR
01JSX07TK61XRNC1NKAE7PZEYH,Anni,Mallia,amallia1q@newyorker.com,Female,(513) 8471812,12/11/1968,Spanish,643 Lakewood Trail,Cincinnati,Ohio,45208,USA,Gold,Horror|Thriller,Email,Plus,Email,MWR
01JSX07TK8SEKVPHDZHA77H872,Kellby,Layfield,klayfield1r@joomla.org,Male,(314) 7453101,5/4/1977,Chinese,0 Hollow Ridge Court,Saint Louis,Missouri,63136,USA,Platinum,Drama,SMS,Basic,Email,MWR
01JSX07TKAWDZ809H9EK943B8E,Anallese,Domotor,adomotor1s@bigcartel.com,Female,(914) 9520317,10/2/1948,French,0 Lighthouse Bay Circle,White Plains,New York,10606,USA,Bronze,Crime|Mystery|Thriller,Email + SMS,Basic,Phone Call,NER
01JSX07TKCSSA31X019WGDBDH4,Maxie,Yeoman,myeoman1t@domainmarket.com,Female,(510) 3813291,12/4/1953,English,89275 Corben Trail,Oakland,California,94627,USA,Silver,Documentary,SMS,Basic,Phone Call,WR
01JSX07TKE5BYGXWC2GF67KTSA,Ruttger,Le Moucheux,rlemoucheux1u@blogtalkradio.com,Male,(850) 3231521,7/2/1990,Chinese,49048 Lake View Way,Pensacola,Florida,32526,USA,Gold,Crime|Drama|Thriller,SMS,Premier,SMS,SR
01JSX07TKGEDRTAK28TTKMQR9P,Simone,Jovicevic,sjovicevic1v@slashdot.org,Male,(520) 8017522,6/12/1949,Russian,1237 Sommers Alley,Tucson,Arizona,85725,USA,Platinum,Drama|Romance,Email,Plus,Phone Call,WR
01JSX07TKJSYZBTCX4N39N8CM9,Marve,Hews,mhews1w@quantcast.com,Male,(802) 1646664,2/16/1976,Korean,56 Florence Parkway,Montpelier,Vermont,5609,USA,Bronze,Drama|Romance,No,Plus,Email,NER
01JSX07TKM4QVNCPF5K46E691B,Tony,Weben,tweben1x@moonfruit.com,Male,(404) 8310853,12/17/1945,German,4180 Melby Point,Atlanta,Georgia,30336,USA,Silver,Comedy|Drama|Musical|Mystery,No,Basic,Phone Call,SR
01JSX07TKNBFDQC9CW5P9MJ4MQ,Wayne,Husset,whusset1y@g.co,Male,(330) 7411357,5/11/1949,German,4887 Grover Park,Youngstown,Ohio,44555,USA,Gold,Drama|Thriller,Email,Basic,Phone Call,MWR
01JSX07TKQ1MDPYJRBX6N5R5EB,Karia,Deverock,kdeverock1z@jiathis.com,Polygender,(720) 1199581,5/20/1991,Arabic,8 Sunnyside Junction,Denver,Colorado,80209,USA,Platinum,Horror|Mystery|Sci-Fi,No,Basic,SMS,WR
01JSX07TKS1SNX4P9WMYY8Z84V,Melba,Dudson,mdudson20@psu.edu,Female,(830) 8988457,11/12/1979,Russian,2851 Pennsylvania Pass,San Antonio,Texas,78255,USA,Bronze,Comedy|Romance,Email + SMS,Plus,Email,SR
01JSX07TKVKM6443VT7BJSNFH5,Broderick,Sate,bsate21@spiegel.de,Male,(323) 6614869,10/27/1949,Chinese,74859 Crowley Lane,Los Angeles,California,90094,USA,Silver,Comedy|Drama|Romance,No,Premier,Phone Call,WR
01JSX07TKXZ66R84PM2XE15D2D,Dollie,Gethyn,dgethyn22@unc.edu,Female,(813) 8589277,11/19/1997,Vietnamese,31 Knutson Crossing,Tampa,Florida,33610,USA,Gold,Adventure|Animation|Comedy,Email,Basic,SMS,SR
01JSX07TKZ4F8AYMJNWBNDK9X1,Garner,Destouche,gdestouche23@umich.edu,Male,(251) 7859147,9/23/1993,French,40 Gerald Alley,Mobile,Alabama,36610,USA,Platinum,Crime|Thriller,No,Premier,SMS,SR
01JSX07TM1XKXXP1F8FKZD3VWW,Haven,Urquhart,hurquhart24@smh.com.au,Male,(518) 1922469,4/12/1964,Vietnamese,63201 Schiller Circle,Albany,New York,12237,USA,Bronze,Crime|Drama,SMS,Basic,Phone Call,NER
01JSX07TM3R374GYKD1A5GCHWX,Felic,Sylvaine,fsylvaine25@wunderground.com,Male,(585) 9756509,12/10/1977,Vietnamese,6 Anzinger Court,Rochester,New York,14614,USA,Silver,Musical,Phone Call,Plus,Email,NER
01JSX07TM5E7REWKNAQQX8F1D9,Rayshell,Bottelstone,rbottelstone26@bloglovin.com,Female,(214) 2344736,12/18/1986,Chinese,8076 Colorado Court,Garland,Texas,75049,USA,Gold,Comedy,No,Plus,SMS,SR
01JSX07TM7HNK1HGBE7NVBVXYP,Gerry,Norton,gnorton27@discuz.net,Female,(253) 8547229,1/27/1964,Chinese,2101 Melrose Road,Tacoma,Washington,98411,USA,Platinum,Children|Comedy,No,Elite,Phone Call,WR
01JSX07TM9A6QFMPGA332KJCD7,Ricoriki,Speare,rspeare28@unicef.org,Male,(330) 3426180,3/11/1998,Spanish,11 Beilfuss Place,Canton,Ohio,44760,USA,Bronze,Comedy|Crime,Email,Premier,SMS,MWR
01JSX07TMBPNT1G7J11BDCKJMN,Rafaela,Peckitt,rpeckitt29@lulu.com,Bigender,(862) 2768875,3/19/1942,German,13689 Ryan Point,Newark,New Jersey,7188,USA,Silver,Drama,No,Basic,Phone Call,NER
01JSX07TMDA6C33MZWDEEYYB0Y,Sam,Olesen,solesen2a@mail.ru,Female,(919) 8088708,4/9/1941,Russian,556 Lake View Plaza,Raleigh,North Carolina,27605,USA,Gold,Horror|Thriller,No,Plus,Phone Call,SR
01JSX07TMFWSZ0P12E1DHXAY11,Barney,Treanor,btreanor2b@businesswire.com,Male,(808) 2855022,12/28/1989,Arabic,5 Fisk Place,Honolulu,Hawaii,96825,USA,Platinum,Adventure|Western,Phone Call,Plus,SMS,WR
01JSX07TMHCSG3XH26B2F258CP,Reinaldos,Serck,rserck2c@sciencedirect.com,Male,(352) 8823002,8/5/1942,Russian,1 Delladonna Hill,Spring Hill,Florida,34611,USA,Bronze,Action,SMS,Basic,Phone Call,SR
01JSX07TMKDWJYPJ40H7QQ17HF,Nowell,Schwander,nschwander2d@blogtalkradio.com,Bigender,(714) 6923855,4/27/1991,French,8 Annamark Way,Fullerton,California,92835,USA,Silver,Drama,Email,Basic,SMS,WR
01JSX07TMNSSSPRK262R9HEZJD,Winona,Ledgeway,wledgeway2e@friendfeed.com,Female,(816) 2254094,6/6/1942,Spanish,3221 Graedel Junction,Kansas City,Missouri,64125,USA,Gold,Drama,Email,Plus,Phone Call,MWR
01JSX07TMQ6Z3E1QZ77QTGMCJE,Melisse,Sonnenschein,msonnenschein2f@unicef.org,Female,(205) 3516251,4/21/1999,Spanish,87 Hudson Junction,Birmingham,Alabama,35231,USA,Platinum,Comedy,SMS,Elite,SMS,SR
01JSX07TMSE5AB7X7HFCMKEXJK,Merridie,Hamor,mhamor2g@microsoft.com,Female,(816) 9598903,9/7/1943,Spanish,40501 Gina Lane,Kansas City,Missouri,64101,USA,Bronze,Comedy|Romance,Email,Plus,Phone Call,MWR
01JSX07TMVPW8TD427SH4GTQ7H,Filide,Czapla,fczapla2h@geocities.jp,Female,(251) 7453586,9/22/1980,Russian,659 Derek Street,Mobile,Alabama,36622,USA,Silver,Drama|Thriller,Email,Plus,Email,SR
01JSX07TMX589K7G6FK252JAQX,Myrvyn,MacGlory,mmacglory2i@ucoz.ru,Male,(318) 8308762,8/25/1952,Korean,75 Cottonwood Junction,Shreveport,Louisiana,71105,USA,Gold,Drama|Mystery|Thriller,Email,Basic,Phone Call,SR
01JSX07TMZDSC992A2MMT3RDVH,Kim,McDonnell,kmcdonnell2j@shareasale.com,Male,(304) 1048383,1/11/1972,Russian,86504 Fuller Alley,Huntington,West Virginia,25709,USA,Platinum,Comedy|Romance,Email + SMS,Basic,Email,SR
01JSX07TN1AQ5YZQEN16K49CKT,Vivyan,Teenan,vteenan2k@meetup.com,Female,(425) 2004038,5/26/1940,Chinese,1 Heffernan Crossing,Seattle,Washington,98109,USA,Bronze,Animation|Drama|War,No,Basic,Phone Call,WR
01JSX07TN3HJDH4YQJ2882EXFH,Halimeda,Dorrington,hdorrington2l@ftc.gov,Female,(405) 6874609,9/29/1998,French,3 Cambridge Avenue,Oklahoma City,Oklahoma,73114,USA,Silver,Action|Adventure|Children|Fantasy,No,Basic,SMS,SR
01JSX07TN5TKKNPEJC99WEVWJP,Ingmar,McCarron,imccarron2m@over-blog.com,Genderfluid,(530) 3343039,12/16/1977,Chinese,030 Fallview Crossing,South Lake Tahoe,California,96154,USA,Gold,Drama|Thriller,No,Plus,Email,WR
01JSX07TN7EK9H8P7K8Z25BT9V,Abigale,Grimwad,agrimwad2n@feedburner.com,Female,(408) 5305881,4/15/1963,Korean,554 Ilene Lane,San Jose,California,95108,USA,Platinum,Comedy|Romance,No,Basic,Phone Call,WR
01JSX07TN9HZBGY84GPZ73JJ70,Elwin,Shatliff,eshatliff2o@spotify.com,Male,(702) 1211161,6/14/1983,English,0876 Clarendon Road,Las Vegas,Nevada,89120,USA,Bronze,Children|Fantasy,SMS,Basic,Email,WR
01JSX07TNBFY799ZWF3GRGMYDT,Emeline,Shuttlewood,eshuttlewood2p@opera.com,Female,(360) 4343626,6/22/1976,Vietnamese,92410 Esker Pass,Vancouver,Washington,98687,USA,Silver,Comedy,No,Basic,Email,WR
01JSX07TND1TWRKC7PBBNY0VCR,Gabriel,Dochon,gdochon2q@bloglines.com,Genderqueer,(850) 7524405,9/23/1995,Chinese,1 Truax Drive,Panama City,Florida,32405,USA,Gold,Comedy|Drama,Phone Call,Basic,SMS,SR
01JSX07TNFENCK1J4SPJTNK6PS,Mignon,Hundal,mhundal2r@i2i.jp,Female,(202) 2650081,8/16/1950,Korean,5 Nelson Crossing,Washington,District of Columbia,20420,USA,Platinum,Comedy|Crime,Email + SMS,Basic,Phone Call,SR
01JSX07TNHVKXAZE8Y0G5MDZYY,Silvana,Widdecombe,swiddecombe2s@squidoo.com,Female,(706) 9971215,6/11/1977,English,81303 Reinke Terrace,Augusta,Georgia,30905,USA,Bronze,Drama|Romance,No,Basic,Email,SR
01JSX07TNKEG8BGA0B4C3PTCDC,Legra,Crannach,lcrannach2t@twitter.com,Female,(512) 2534334,6/15/1968,Spanish,4706 Grasskamp Place,Austin,Texas,78754,USA,Silver,Drama,No,Plus,Email,SR
01JSX07TNNEBSHBGK1TP6AXSV1,Amory,Bains,abains2u@epa.gov,Male,(334) 9621685,8/28/1995,German,2 Old Shore Pass,Montgomery,Alabama,36114,USA,Gold,Children|Drama,No,Elite,SMS,SR
01JSX07TNQTABQ8FJ5VFKEPA2X,Brinn,Guare,bguare2v@thetimes.co.uk,Female,(785) 1306504,2/25/1951,French,4 4th Park,Topeka,Kansas,66617,USA,Platinum,Comedy,Email,Elite,Phone Call,MWR
01JSX07TNSTFTY24QX8PVEC173,Eleanora,Tankard,etankard2w@fotki.com,Female,(808) 8162554,3/14/1973,Spanish,3 Holmberg Park,Honolulu,Hawaii,96805,USA,Bronze,Drama,Phone Call,Elite,Email,WR
01JSX07TNVBHJAXXXAZXBDKRTF,Patric,Chazotte,pchazotte2x@bluehost.com,Male,(612) 2410019,7/6/2001,Vietnamese,6751 Westport Circle,Minneapolis,Minnesota,55423,USA,Silver,Horror|Sci-Fi|Thriller,Email,Elite,SMS,MWR
01JSX07TNXHW5HP91PY6T34Q97,Ashton,Segar,asegar2y@blogs.com,Genderqueer,(626) 4882986,8/14/1950,Chinese,7 Carpenter Hill,Pasadena,California,91199,USA,Gold,Comedy|Drama,No,Elite,Phone Call,WR
01JSX07TNZTG15MXVPPSSH1VXG,Nealon,Natte,nnatte2z@exblog.jp,Male,(973) 9040828,4/16/1983,Russian,101 Northview Way,Newark,New Jersey,7112,USA,Platinum,Documentary,Email + SMS,Premier,Email,NER
01JSX07TP1PPJEY6FQ0XM2J8MH,Hilda,Nulty,hnulty30@etsy.com,Non-binary,(719) 6484177,1/25/2001,Arabic,063 Corscot Pass,Pueblo,Colorado,81015,USA,Bronze,Horror,No,Basic,SMS,WR
01JSX07TP3NZ0EPHNYMFN8VY95,Fallon,Lovick,flovick31@studiopress.com,Female,(786) 5756601,8/2/1950,Korean,70298 Montana Road,Hialeah,Florida,33013,USA,Silver,Drama,No,Basic,Phone Call,SR
